identifier,address,chain,name,symbol,decimals,coingecko,cryptocompare,started,protocol
eip155:1/erc20:0x3231Cb76718CDeF2155FC47b5286d82e6eDA273f,0x3231Cb76718CDeF2155FC47b5286d82e6eDA273f,1,Monerium EUR emoney,EURe,18,monerium-eur-money,,,
eip155:1/erc20:0x413928a25D6ea1A26F2625d633207755f67Bf97c,0x413928a25D6ea1A26F2625d633207755f67Bf97c,1,Curve.fi Factory Plain Pool: agEUR/EURe,agEUREURe-f,18,,,,curve_pool
eip155:1/erc20:0x28a08c8808deE574F4a23f9bE326c2d42e587Aba,0x28a08c8808deE574F4a23f9bE326c2d42e587Aba,1,qxc,qxc,18,,,,
eip155:1/erc20:0x3C565D9151073e8E5002B61dc570f43A139cafe7,0x3C565D9151073e8E5002B61dc570f43A139cafe7,1,Curve.fi Factory USD Metapool: asfasfd,asdfd3CRV-f,18,,,,curve_pool
eip155:1/erc20:0xBE4fe13A73675c49A17f3524602634913C668B4C,0xBE4fe13A73675c49A17f3524602634913C668B4C,1,Adamant Dollar,A,18,,,,
eip155:1/erc20:0x84997FAFC913f1613F51Bb0E2b5854222900514B,0x84997FAFC913f1613F51Bb0E2b5854222900514B,1,Curve.fi Factory USD Metapool: Adamant Dollar,A3CRV-f,18,,,,curve_pool
eip155:1/erc20:0xAf25fFe6bA5A8a29665adCfA6D30C5Ae56CA0Cd3,0xAf25fFe6bA5A8a29665adCfA6D30C5Ae56CA0Cd3,1,Curve.fi Factory Plain Pool: CRV booster,ysdCRVx-f,18,,,,curve_pool
eip155:1/erc20:0xF52E248CcFBf189df0C5A4b15e9f72Fa10c7Fe59,0xF52E248CcFBf189df0C5A4b15e9f72Fa10c7Fe59,1,Curve.fi Factory USD Metapool: LOL,LOL3CRV-f,18,,,,curve_pool
eip155:1/erc20:0x3C20Ac688410bE8F391bE1fb00AFc5C212972F86,0x3C20Ac688410bE8F391bE1fb00AFc5C212972F86,1,CLever USD,clevUSD,18,clever-usd,,,
eip155:1/erc20:0x84C333e94AEA4a51a21F6cf0C7F528C50Dc7592C,0x84C333e94AEA4a51a21F6cf0C7F528C50Dc7592C,1,Curve.fi Factory USD Metapool: clevUSDFRAXBP,clevUSD3CRV-f,18,,,,curve_pool
eip155:1/erc20:0xf275CADbE0343541ce49A03E385f8B234544CDa8,0xf275CADbE0343541ce49A03E385f8B234544CDa8,1,Curve.fi Factory USD Metapool: EUROC/USDC,EUROCUSDC3CRV-f,18,,,,curve_pool
eip155:1/erc20:0x97983236bE88107Cc8998733Ef73D8d969c52E37,0x97983236bE88107Cc8998733Ef73D8d969c52E37,1,Stake DAO YFI,sdYFI,18,,,,
eip155:1/erc20:0x79E281BC69A03DaBCcD66858c65EF6724e50aebe,0x79E281BC69A03DaBCcD66858c65EF6724e50aebe,1,Curve.fi Factory Plain Pool: sdYFI,sdYFIYFI-f,18,,,,curve_pool
eip155:1/erc20:0xC285B7E09A4584D027E5BC36571785B515898246,0xC285B7E09A4584D027E5BC36571785B515898246,1,Coin98 Dollar,CUSD,18,celo-dollar,,,
eip155:1/erc20:0x8D7b9C013F7f614cd870fad33E260E7a9a1D9b5b,0x8D7b9C013F7f614cd870fad33E260E7a9a1D9b5b,1,Curve.fi Factory Plain Pool: DOLA/CUSD,DOLA-CUSD-f,18,,,,curve_pool
eip155:1/erc20:0xb8b295df2cd735b15BE5Eb419517Aa626fc43cD5,0xb8b295df2cd735b15BE5Eb419517Aa626fc43cD5,1,Staked LINK,stLINK,18,stake-link-staked-link,,,
eip155:1/erc20:0x1c899dED01954d0959E034b62a728e7fEbE593b0,0x1c899dED01954d0959E034b62a728e7fEbE593b0,1,Curve.fi Factory Plain Pool: stLINK/LINK,stLINK-f,18,,,,curve_pool
eip155:1/erc20:0x141acE5Fd4435Fd341E396d579C91Df99fED10d4,0x141acE5Fd4435Fd341E396d579C91Df99fED10d4,1,Curve.fi Factory USD Metapool: pBTC+sBTC/wBTC,pbtc-sw3CRV-f,18,,,,curve_pool
eip155:1/erc20:0x36F8d0D0573ae92326827C4a82Fe4CE4C244cAb6,0x36F8d0D0573ae92326827C4a82Fe4CE4C244cAb6,1,Morpho-Aave Dai Stablecoin Supply Vault,maDAI,18,madai,,,
eip155:1/erc20:0xA5269A8e31B93Ff27B887B56720A25F844db0529,0xA5269A8e31B93Ff27B887B56720A25F844db0529,1,Morpho-Aave USD Coin Supply Vault,maUSDC,18,mausdc,,,
eip155:1/erc20:0xAFe7131a57E44f832cb2dE78ade38CaD644aaC2f,0xAFe7131a57E44f832cb2dE78ade38CaD644aaC2f,1,Morpho-Aave Tether USD Supply Vault,maUSDT,18,mausdt,,,
eip155:1/erc20:0xddA1B81690b530DE3C48B3593923DF0A6C5fe92E,0xddA1B81690b530DE3C48B3593923DF0A6C5fe92E,1,Curve.fi Factory Plain Pool: maDAI/maUSDC/maUSDT,morphoaave-f,18,,,,curve_pool
eip155:1/erc20:0x11EBe21e9d7BF541A18e1E3aC94939018Ce88F0b,0x11EBe21e9d7BF541A18e1E3aC94939018Ce88F0b,1,Pitch FXS,pitchFXS,18,pitch-fxs,,,
eip155:1/erc20:0x0AD66FeC8dB84F8A3365ADA04aB23ce607ac6E24,0x0AD66FeC8dB84F8A3365ADA04aB23ce607ac6E24,1,Curve.fi Factory Plain Pool: pitchFXS/FXS,pitchFXS-f,18,,,,curve_pool
eip155:1/erc20:0x66eFF5221ca926636224650Fd3B9c497FF828F7D,0x66eFF5221ca926636224650Fd3B9c497FF828F7D,1,Multichain BTC,multiBTC,8,multibtc,,,
eip155:1/erc20:0x2863a328A0B7fC6040f11614FA0728587DB8e353,0x2863a328A0B7fC6040f11614FA0728587DB8e353,1,Curve.fi Factory USD Metapool: multiBTC+WBTC/sBTC,multibtc3CRV-f,18,,,,curve_pool
eip155:1/erc20:0xEe95CD26291fd1ad5d94bCeD4027e396a20d1F38,0xEe95CD26291fd1ad5d94bCeD4027e396a20d1F38,1,Vanadium Dollar,V,18,,,,
eip155:1/erc20:0x08f9Dd845D0c91B918bB90cc5B124f3fd3e98f3A,0x08f9Dd845D0c91B918bB90cc5B124f3fd3e98f3A,1,Curve.fi Factory USD Metapool: Vanadium Dollar,V3CRV3CRV-f,18,,,,curve_pool
eip155:1/erc20:0xF95AAa7EBB1620e46221B73588502960Ef63dBa0,0xF95AAa7EBB1620e46221B73588502960Ef63dBa0,1,Curve.fi Factory USD Metapool: tBTC/wBTC/sBTC,TBTCSBTC23CRV-f,18,,,,curve_pool
eip155:1/erc20:0x81Fd92BfC9E5226910019802C5D3D07093C878eD,0x81Fd92BfC9E5226910019802C5D3D07093C878eD,1,M Test Bond Token,MTBT,18,,,,
eip155:1/erc20:0x1CC1772C8899ad2A35aDe9B9978a56254cfc64a0,0x1CC1772C8899ad2A35aDe9B9978a56254cfc64a0,1,Curve.fi Factory USD Metapool: MTBT/3CRV,MTBT3CRV-f,18,,,,curve_pool
eip155:1/erc20:0x4b7Dc127ecEf167b31e51785F43c3840fC8f966A,0x4b7Dc127ecEf167b31e51785F43c3840fC8f966A,1,M Test Bond Token,MTBT,18,,,,
eip155:1/erc20:0x968DeE60C67c184f9808510ec92D990e7E6616C2,0x968DeE60C67c184f9808510ec92D990e7E6616C2,1,Curve.fi Factory USD Metapool: MTBT/3CRV,MTBT3CRV-f,18,,,,curve_pool
eip155:1/erc20:0x23afFc32cBe3c1a2a79376361A2D6f51CA7C9005,0x23afFc32cBe3c1a2a79376361A2D6f51CA7C9005,1,Curve.fi Factory USD Metapool: MTBT/3CRV,MTBT3CRV-f,18,,,,curve_pool
eip155:1/erc20:0xab5eB14c09D416F0aC63661E57EDB7AEcDb9BEfA,0xab5eB14c09D416F0aC63661E57EDB7AEcDb9BEfA,1,Metronome Synth USD,msUSD,18,,,,
eip155:1/erc20:0xc3b19502F8c02be75F3f77fd673503520DEB51dD,0xc3b19502F8c02be75F3f77fd673503520DEB51dD,1,Curve.fi Factory USD Metapool: msUSD/FRAXBP,msUSDFRAX3CRV-f,18,,,,curve_pool
eip155:1/erc20:0x64351fC9810aDAd17A690E4e1717Df5e7e085160,0x64351fC9810aDAd17A690E4e1717Df5e7e085160,1,Metronome Synth ETH,msETH,18,,,,
eip155:1/erc20:0xc897b98272AA23714464Ea2A0Bd5180f1B8C0025,0xc897b98272AA23714464Ea2A0Bd5180f1B8C0025,1,Curve.fi Factory Pool: msETH,msETH-ETH-f,18,,,,curve_pool
eip155:1/erc20:0xB657B895B265C38c53FFF00166cF7F6A3C70587d,0xB657B895B265C38c53FFF00166cF7F6A3C70587d,1,Curve.fi Factory Plain Pool: alETHfrxETH,alfrxETH-f,18,,,,curve_pool
eip155:1/erc20:0x3f92247053508C7662C9A24ccd01229Fe0EF7419,0x3f92247053508C7662C9A24ccd01229Fe0EF7419,1,M Test Bond Token,MTBT,18,,,,
eip155:1/erc20:0xD8A114e127Aa5b9f20284FC7A1bDf2bC6853a28D,0xD8A114e127Aa5b9f20284FC7A1bDf2bC6853a28D,1,Curve.fi Factory USD Metapool: MTBT/3CRV,MTBT3CRV-f,18,,,,curve_pool
eip155:1/erc20:0x46cD37F057dC78f6Cd2a4eB89BF9F991fB81BaAb,0x46cD37F057dC78f6Cd2a4eB89BF9F991fB81BaAb,1,PEAR,PEAR,18,,,,
eip155:1/erc20:0x83fc85F144bbeC4234E690B6451B105F3d7c60e4,0x83fc85F144bbeC4234E690B6451B105F3d7c60e4,1,Curve.fi Factory USD Metapool: PEAR,PEAR3CRV-f,18,,,,curve_pool
eip155:1/erc20:0xc56c2b7e71B54d38Aab6d52E94a04Cbfa8F604fA,0xc56c2b7e71B54d38Aab6d52E94a04Cbfa8F604fA,1,Z.com USD,ZUSD,6,zusd,ZUSD,,
eip155:1/erc20:0x0245918fA513E0641509bb519389A49258A2699F,0x0245918fA513E0641509bb519389A49258A2699F,1,Curve.fi Factory USD Metapool: ZUSD,ZUSD3CRV-f,18,,,,curve_pool
eip155:1/erc20:0x37F1D67A5Ac27B7C2D0F664E73cCBb82627Ac4a5,0x37F1D67A5Ac27B7C2D0F664E73cCBb82627Ac4a5,1,Curve.fi Factory USD Metapool: ZUSD,ZUSD3CRV-f,18,,,,curve_pool
eip155:1/erc20:0x27f715999252a6E4d4794b4c9ff2Ce3D6ea8Fd9B,0x27f715999252a6E4d4794b4c9ff2Ce3D6ea8Fd9B,1,Curve.fi Factory Plain Pool: pETHfrxETH,pETHfrxETH-f,18,,,,curve_pool
eip155:1/erc20:0xEC0de6A9da9cc464Da0011214D586C21f1Fbe6D4,0xEC0de6A9da9cc464Da0011214D586C21f1Fbe6D4,1,Curve.fi Factory USD Metapool: MTBT/3CRV Concentrator,MTBT3CRV-f,18,,,,curve_pool
eip155:1/erc20:0x9F77BA354889BF6eb5c275d4AC101e9547f15AdB,0x9F77BA354889BF6eb5c275d4AC101e9547f15AdB,1,Black Box Token,BBT,18,,,,
eip155:1/erc20:0xcD0148e3f3350f4B98A48535f63A38fC630e80f1,0xcD0148e3f3350f4B98A48535f63A38fC630e80f1,1,Curve.fi Factory USD Metapool: BBT/ETH,BBTETH3CRV-f,18,,,,curve_pool
eip155:1/erc20:0x530824DA86689C9C17CdC2871Ff29B058345b44a,0x530824DA86689C9C17CdC2871Ff29B058345b44a,1,Short-term Treasury Bill Token,STBT,18,short-term-t-bill-token,,,
eip155:1/erc20:0x1F98249637bB42edB072DD2a8AdD44Aeb80dA218,0x1F98249637bB42edB072DD2a8AdD44Aeb80dA218,1,Curve.fi Factory USD Metapool: STBT/3CRV,STBT3CRV-f,18,,,,curve_pool
eip155:1/erc20:0x7B42d77bd2feE3c98baA58D559B83Ff3bB4702cf,0x7B42d77bd2feE3c98baA58D559B83Ff3bB4702cf,1,Curve.fi Factory USD Metapool: STBT/3CRV,STBT3CRV-f,18,,,,curve_pool
eip155:1/erc20:0x50122108f7b3B10ac219d066275087D37E4F4a61,0x50122108f7b3B10ac219d066275087D37E4F4a61,1,Curve.fi Factory USD Metapool: MTBT/3CRV,MTBT3CRV-f,18,,,,curve_pool
eip155:1/erc20:0x5E5d9aEeC4a6b775a175b883DCA61E4297c14Ecb,0x5E5d9aEeC4a6b775a175b883DCA61E4297c14Ecb,1,Florin,FLR,18,,,,
eip155:1/erc20:0xfC8c34a3B3CFE1F1Dd6DBCCEC4BC5d3103b80FF0,0xfC8c34a3B3CFE1F1Dd6DBCCEC4BC5d3103b80FF0,1,Curve.fi Factory Plain Pool: FLR/EURS,FLREURS-f,18,,,,curve_pool
eip155:1/erc20:0x386Ec09dB6f961b9e28B3dab174AD9567e57b90c,0x386Ec09dB6f961b9e28B3dab174AD9567e57b90c,1,Curve.fi Factory Plain Pool: frxETHstETH,frxstETH-f,18,,,,curve_pool
eip155:1/erc20:0x1B3C515F58857E141A966b33182f2F3feECC10E9,0x1B3C515F58857E141A966b33182f2F3feECC10E9,1,Usk,USK,6,usk,,,
eip155:1/erc20:0x6D09C6513e620778632D36784F5C3b4b2309bd96,0x6D09C6513e620778632D36784F5C3b4b2309bd96,1,Curve.fi Factory USD Metapool: USK/FRAXBP,USKFRAXBP3CRV-f,18,,,,curve_pool
eip155:1/erc20:0x29b41fE7d754B8b43D4060BB43734E436B0b9a33,0x29b41fE7d754B8b43D4060BB43734E436B0b9a33,1,Real Estate USD,REUSD,18,,,,
eip155:1/erc20:0xC61557C5d177bd7DC889A3b621eEC333e168f68A,0xC61557C5d177bd7DC889A3b621eEC333e168f68A,1,Curve.fi Factory USD Metapool: REUSD/3Crv,REUSD3CRV-f,18,,,,curve_pool
eip155:1/erc20:0x94A18d9FE00bab617fAD8B49b11e9F1f64Db6b36,0x94A18d9FE00bab617fAD8B49b11e9F1f64Db6b36,1,lvUSD,lvUSD,18,lvusd,,,
eip155:1/erc20:0xe9123CBC5d1EA65301D417193c40A72Ac8D53501,0xe9123CBC5d1EA65301D417193c40A72Ac8D53501,1,Curve.fi Factory USD Metapool: 3CRV/lvUSD,3CRVlvUSD3CRV-f,18,,,,curve_pool
eip155:1/erc20:0xe2f3D42443605Fc4ad5bcE82F0e9BFffBCffA6Ca,0xe2f3D42443605Fc4ad5bcE82F0e9BFffBCffA6Ca,1,SORA TBC Dollar,TBCD,18,,,,
eip155:1/erc20:0x3685646651FCcC80e7CCE7Ee24c5f47Ed9b434ac,0x3685646651FCcC80e7CCE7Ee24c5f47Ed9b434ac,1,Curve.fi Factory USD Metapool: SORA TBC Dollar,TBCD3CRV-f,18,,,,curve_pool
eip155:1/erc20:0x110cc323ca53d622469EdD217387E2E6B33F1dF5,0x110cc323ca53d622469EdD217387E2E6B33F1dF5,1,Curve.fi Factory USD Metapool: SORA TBC Dollar,TBCD3CRV-f,18,,,,curve_pool
eip155:1/erc20:0x1EDF1cf760ebfb6E0b7BD410c2beBB591c7523dd,0x1EDF1cf760ebfb6E0b7BD410c2beBB591c7523dd,1,USDANT Stablecoin,USDANT,6,,,,
eip155:1/erc20:0xfFc78332F0dA6FbaabdAcFE8054CCbc501eED432,0xfFc78332F0dA6FbaabdAcFE8054CCbc501eED432,1,Curve.fi Factory USD Metapool: USDANT/USDT,USDANTUSDT3CRV-f,18,,,,curve_pool
eip155:1/erc20:0xC71Bc7e33510Aea215E4776867148fa25c368795,0xC71Bc7e33510Aea215E4776867148fa25c368795,1,Curve.fi Factory USD Metapool: USDANT/USDT,USDANTUSDT3CRV-f,18,,,,curve_pool
eip155:1/erc20:0x820802Fa8a99901F52e39acD21177b0BE6EE2974,0x820802Fa8a99901F52e39acD21177b0BE6EE2974,1,EUROe Stablecoin,EUROe,6,euroe-stablecoin,,,
eip155:1/erc20:0x8B8DBc5b2A0D07dF180B1186F179F1c6a97C8AaE,0x8B8DBc5b2A0D07dF180B1186F179F1c6a97C8AaE,1,Curve.fi Factory Plain Pool: agEUR/EUROe,agEUREUROe-f,18,,,,curve_pool
eip155:1/erc20:0x123964EbE096A920dae00Fb795FFBfA0c9Ff4675,0x123964EbE096A920dae00Fb795FFBfA0c9Ff4675,1,curve.fi/pbtc,yvpBTC/sbtcCRV,18,,,,yearn_vaults_v1
eip155:1/erc20:0x96Ea6AF74Af09522fCB4c28C269C26F59a31ced6,0x96Ea6AF74Af09522fCB4c28C269C26F59a31ced6,1,curve.fi/link,yvlinkCRV,18,,,,yearn_vaults_v1
eip155:1/erc20:0x5AB64C599FcC59f0f2726A300b03166A395578Da,0x5AB64C599FcC59f0f2726A300b03166A395578Da,1,yvCurve-3EUR 0.4.3,yvCurve-3EUR,18,,,,yearn_vaults_v2
eip155:1/erc20:0x6A5468752f8DB94134B6508dAbAC54D3b45efCE6,0x6A5468752f8DB94134B6508dAbAC54D3b45efCE6,1,yvCurve-CRVETH 0.4.3,yvCurve-CRVETH,18,,,,yearn_vaults_v2
eip155:1/erc20:0x1635b506a88fBF428465Ad65d00e8d6B6E5846C3,0x1635b506a88fBF428465Ad65d00e8d6B6E5846C3,1,yvCurve-CVXETH 0.4.3,yvCurve-CVXETH,18,,,,yearn_vaults_v2
eip155:1/erc20:0x04d73c87b20d372cB3240C72eEFB9d79bA5e4959,0x04d73c87b20d372cB3240C72eEFB9d79bA5e4959,1,yvCurve-UST 0.4.3,yvCurve-UST,18,,,,yearn_vaults_v2
eip155:1/erc20:0x2D5D4869381C4Fce34789BC1D38aCCe747E295AE,0x2D5D4869381C4Fce34789BC1D38aCCe747E295AE,1,yvCurve-RAI 0.4.3,yvCurve-RAI,18,,,,yearn_vaults_v2
eip155:1/erc20:0xd88dBBA3f9c4391Ee46f5FF548f289054db6E51C,0xd88dBBA3f9c4391Ee46f5FF548f289054db6E51C,1,yvCurve-DOLA 0.4.3,yvCurve-DOLA,18,,,,yearn_vaults_v2
eip155:1/erc20:0xc97511a1dDB162C8742D39FF320CfDCd13fBcf7e,0xc97511a1dDB162C8742D39FF320CfDCd13fBcf7e,1,yvCurve-USDP 0.4.3,yvCurve-USDP,18,,,,yearn_vaults_v2
eip155:1/erc20:0x790a60024bC3aea28385b60480f15a0771f26D09,0x790a60024bC3aea28385b60480f15a0771f26D09,1,yvCurve-YFIETH 0.4.3,yvCurve-YFIETH,18,,,,yearn_vaults_v2
eip155:1/erc20:0x5c0A86A32c129538D62C106Eb8115a8b02358d57,0x5c0A86A32c129538D62C106Eb8115a8b02358d57,1,yvCurve-rETHwstETH 0.4.3,yvCurve-rETHwstETH,18,,,,yearn_vaults_v2
eip155:1/erc20:0x5faF6a2D186448Dfa667c51CB3D695c7A6E52d8E,0x5faF6a2D186448Dfa667c51CB3D695c7A6E52d8E,1,yvCurve-stETH-WETH 0.4.3,yvCurve-stETH-WETH,18,,,,yearn_vaults_v2
eip155:1/erc20:0xb09F2a67a731466182518fae980feAe96479d80b,0xb09F2a67a731466182518fae980feAe96479d80b,1,yvKP3RETH-f 0.4.3,yvKP3RETH-f,18,,,,yearn_vaults_v2
eip155:1/erc20:0xF6B9DFE6bc42ed2eaB44D6B829017f7B78B29f88,0xF6B9DFE6bc42ed2eaB44D6B829017f7B78B29f88,1,yvCurve-ibKRW-USDC 0.4.3,yvCurve-ibKRW-USDC,18,,,,yearn_vaults_v2
eip155:1/erc20:0x9A39f31DD5EDF5919A5C0c2433cE053fAD2E0336,0x9A39f31DD5EDF5919A5C0c2433cE053fAD2E0336,1,yvCurve-ibJPY-USDC 0.4.3,yvCurve-ibJPY-USDC,18,,,,yearn_vaults_v2
eip155:1/erc20:0xE5eDcE53e39Cbc6d819E2C340BCF295e0084ff7c,0xE5eDcE53e39Cbc6d819E2C340BCF295e0084ff7c,1,yvCurve-ibEUR-USDC 0.4.3,yvCurve-ibEUR-USDC,18,,,,yearn_vaults_v2
eip155:1/erc20:0x2e5c7e9B1Da0D9Cb2832eBb06241d18552A85400,0x2e5c7e9B1Da0D9Cb2832eBb06241d18552A85400,1,yvCurve-ibCHF-USDC 0.4.3,yvCurve-ibCHF-USDC,18,,,,yearn_vaults_v2
eip155:1/erc20:0x6B5ce31AF687a671a804d8070Ddda99Cab926dfE,0x6B5ce31AF687a671a804d8070Ddda99Cab926dfE,1,yvCurve-ibGBP-USDC 0.4.3,yvCurve-ibGBP-USDC,18,,,,yearn_vaults_v2
eip155:1/erc20:0x1025b1641d1F23C289412Dd5E5701e9810103a93,0x1025b1641d1F23C289412Dd5E5701e9810103a93,1,yvCurve-ibAUD-USDC 0.4.3,yvCurve-ibAUD-USDC,18,,,,yearn_vaults_v2
eip155:1/erc20:0x341bb10D8f5947f3066502DC8125d9b8949FD3D6,0x341bb10D8f5947f3066502DC8125d9b8949FD3D6,1,yvCurve-STG-USDC 0.4.3,yvCurve-STG-USDC,18,,,,yearn_vaults_v2
eip155:1/erc20:0x3B27F92C0e212C671EA351827EDF93DB27cc0c65,0x3B27F92C0e212C671EA351827EDF93DB27cc0c65,1,yvUSDT 0.4.3,yvUSDT,6,usdt-yvault,,,yearn_vaults_v2
eip155:1/erc20:0x7B50775383d3D6f0215A8F290f2C9e2eEBBEceb2,0x7B50775383d3D6f0215A8F290f2C9e2eEBBEceb2,1,Balancer Aave Boosted StablePool (USD),bb-a-USD,18,balancer-booster-aave-usd,,,
eip155:1/erc20:0x4213458C69c19E6792510E1153cb0c5834665fdC,0x4213458C69c19E6792510E1153cb0c5834665fdC,1,yvBalancer-BoostedAaveUSD 0.4.3,yvBalancer-BoostedAaveUSD,18,,,,yearn_vaults_v2
eip155:1/erc20:0xA13a9247ea42D743238089903570127DdA72fE44,0xA13a9247ea42D743238089903570127DdA72fE44,1,Balancer Aave Boosted StablePool,bb-a-USD,18,balancer-booster-aave-usd,,,
eip155:1/erc20:0xc5F3D11580c41cD07104e9AF154Fc6428bb93c73,0xc5F3D11580c41cD07104e9AF154Fc6428bb93c73,1,yvBalancer-BoostedAaveUSD 0.4.3,yvBalancer-BoostedAaveUSD,18,,,,yearn_vaults_v2
eip155:1/erc20:0x178E029173417b1F9C8bC16DCeC6f697bC323746,0x178E029173417b1F9C8bC16DCeC6f697bC323746,1,FIAT-USDC-DAI Stable Pool,FUD,18,,,,
eip155:1/erc20:0xA9412Ffd7E0866755ae0dda3318470A61F62abe8,0xA9412Ffd7E0866755ae0dda3318470A61F62abe8,1,yvBlpFUD 0.4.3,yvBlpFUD,18,,,,yearn_vaults_v2
eip155:1/erc20:0x5B8C556B8b2a78696F0B9B830B3d67623122E270,0x5B8C556B8b2a78696F0B9B830B3d67623122E270,1,yvCurve-stETH-f 0.4.5,yvCurve-stETH-f,18,,,,yearn_vaults_v2
eip155:1/erc20:0x321d570790fd2f109Fe4e55aa419Adf2fce0c842,0x321d570790fd2f109Fe4e55aa419Adf2fce0c842,1,yvCurve-agEUR-EUROC-f 0.4.5,yvCurve-agEUR-EUROC-f,18,,,,yearn_vaults_v2
eip155:1/erc20:0x5b6C539b224014A09B3388e51CaAA8e354c959C8,0x5b6C539b224014A09B3388e51CaAA8e354c959C8,1,Curve.fi Factory Crypto Pool: cbETH/ETH,cbETH/ETH-f,18,,,,
eip155:1/erc20:0xF614d3864EF53510909a94c618a5EC1Ff75103BF,0xF614d3864EF53510909a94c618a5EC1Ff75103BF,1,yvCurve-cbETH-f 0.4.5,yvCurve-cbETH-f,18,,,,yearn_vaults_v2
eip155:1/erc20:0xAd86Df2e8F989c828B25A7Da5EB1Ec363283fA3F,0xAd86Df2e8F989c828B25A7Da5EB1Ec363283fA3F,1,yvCurve-LUSD-f 0.4.5,yvCurve-LUSD-f,18,,,,yearn_vaults_v2
eip155:1/erc20:0x8078198Fc424986ae89Ce4a910Fc109587b6aBF3,0x8078198Fc424986ae89Ce4a910Fc109587b6aBF3,1,yvCurve-3Crypto-f 0.4.5,yvCurve-3Crypto-f,18,,,,yearn_vaults_v2
eip155:1/erc20:0xD347e7A3DdF5Ce4C42E19a4F30eEAA761795C72B,0xD347e7A3DdF5Ce4C42E19a4F30eEAA761795C72B,1,yvCurve-ibEUR-f 0.4.5,yvCurve-ibEUR-f,18,,,,yearn_vaults_v2
eip155:1/erc20:0x75A291F0232ADD37d72Dd1Dcff55B715755ECDEe,0x75A291F0232ADD37d72Dd1Dcff55B715755ECDEe,1,yvCurve-CVX-ETH-f 0.4.5,yvCurve-CVX-ETH-f,18,,,,yearn_vaults_v2
eip155:1/erc20:0xa540744DEDBDA9eF64cf753F0E851EfE4a419EA9,0xa540744DEDBDA9eF64cf753F0E851EfE4a419EA9,1,yvCurve-MIM-f 0.4.5,yvCurve-MIM-f,18,,,,yearn_vaults_v2
eip155:1/erc20:0x1A5ebfF0E881Aec34837845e4D0EB430a1B4b737,0x1A5ebfF0E881Aec34837845e4D0EB430a1B4b737,1,yvCurve-FRAXBP-f 0.4.5,yvCurve-FRAXBP-f,18,,,,yearn_vaults_v2
eip155:1/erc20:0xa8E0c42F45C877e611C76F2D4bF57476f2014381,0xa8E0c42F45C877e611C76F2D4bF57476f2014381,1,yvCurve-IronBank-f 0.4.5,yvCurve-IronBank-f,18,,,,yearn_vaults_v2
eip155:1/erc20:0x8cdf57760Be305F32e03B3d231e5A81e550C6295,0x8cdf57760Be305F32e03B3d231e5A81e550C6295,1,yvCurve-USDN-f 0.4.5,yvCurve-USDN-f,18,,,,yearn_vaults_v2
eip155:1/erc20:0x6f0Ace0F94f4B9890Dfa99A4175B3Ef0288C16B3,0x6f0Ace0F94f4B9890Dfa99A4175B3Ef0288C16B3,1,yvCurve-CRV-ETH-f 0.4.5,yvCurve-CRV-ETH-f,18,,,,yearn_vaults_v2
eip155:1/erc20:0x5b2384D566D2E4a0b29B8eccB642C63199cd393c,0x5b2384D566D2E4a0b29B8eccB642C63199cd393c,1,yvCurve-sUSD-f 0.4.5,yvCurve-sUSD-f,18,,,,yearn_vaults_v2
eip155:1/erc20:0xB5dE7250128775a317B3f775a7AFcEC73571B732,0xB5dE7250128775a317B3f775a7AFcEC73571B732,1,yvCurve-sETH-f 0.4.5,yvCurve-sETH-f,18,,,,yearn_vaults_v2
eip155:1/erc20:0x82c83ddA32DB09F63F9A59A129278f3fdC3EeE67,0x82c83ddA32DB09F63F9A59A129278f3fdC3EeE67,1,yvCurve-3EUR-f 0.4.5,yvCurve-3EUR-f,18,,,,yearn_vaults_v2
eip155:1/erc20:0xb37094c1B5614Bd6EcE40AFb295C26F4377069d3,0xb37094c1B5614Bd6EcE40AFb295C26F4377069d3,1,yvCurve-FRAX-f 0.4.5,yvCurve-FRAX-f,18,,,,yearn_vaults_v2
eip155:1/erc20:0x4CbB6A5EC00cEEC252a7091559484F7adb83165f,0x4CbB6A5EC00cEEC252a7091559484F7adb83165f,1,yvCurve-alUSD-f 0.4.5,yvCurve-alUSD-f,18,,,,yearn_vaults_v2
eip155:1/erc20:0xe5F625e8f4D2A038AE9583Da254945285E5a77a4,0xe5F625e8f4D2A038AE9583Da254945285E5a77a4,1,yvCurve-DOLA-FRXBP-f 0.4.5,yvCurve-DOLA-FRXBP-f,18,,,,yearn_vaults_v2
eip155:1/erc20:0x133cb5cF617a33F5D02cFFfF579435776ef29FB0,0x133cb5cF617a33F5D02cFFfF579435776ef29FB0,1,yvCurve-multiBTC-f 0.4.5,yvCurve-multiBTC-f,18,,,,yearn_vaults_v2
eip155:1/erc20:0x5ca0313D44551e32e0d7a298EC024321c4BC59B4,0x5ca0313D44551e32e0d7a298EC024321c4BC59B4,1,Curve.fi Factory Crypto Pool: bLUSD_LUSD3CRV,bLUSDLUSD3-f,18,,,,
eip155:1/erc20:0x2D59aa422A7AaE58038CF8aE6eD07330Cc7d3ae8,0x2D59aa422A7AaE58038CF8aE6eD07330Cc7d3ae8,1,yvCurve-bLUSD-f 0.4.5,yvCurve-bLUSD-f,18,,,,yearn_vaults_v2
